"artists","Count"
"Adrina, Hypocrite",9
"Aitana",9
"Al Massrieen",9
"Albert la Ley",9
"Alecc, Gosei, BTK 187",9
"Alvaro Diaz, Mora",9
"Alvaro Diaz, Young Cister",9
"Alvaro Diaz, paopao",9
"Ariel Zilber",9
"Artie 5ive, Guè",9
"Asake, Wizkid",9
"Azlina Aziz",9
"Babalwa M, Stixx",9
"Balloranking",9
"Block 93, Yanek, Sp93, Tanto",9
"Bonez MC, Nizi19",9
"Boro Purvi",9
"Bossikan, DIFF",9
"Bossikan, FLY LO",9
"Bossikan, FLY LO, Trannos",9
"Bossikan, Roi 6/12",9
"C-Joe",9
"CAPO, Nimo",9
"Calema, Tayc",9
"Camille Louise",9
"Capo Plaza, Annalisa",9
"Chapo102, Nina Chuba",9
"Chicho Severino",9
"Clave Especial",9
"Coldplay, We Are KING, Jacob Collier",9
"Cris Mj, Luar La L",9
"Cristian Marchi",9
"CynMiah, Magnito",9
"D.A.M.A, Buba Espinho",9
"DANIEL SAGATTO",9
"Dani Gambino, Dj The Boy",9
"Dani Torres",9
"David Guetta, Kid Cudi",9
"De Mthuda, Da Muziqal Chef, Kwiish SA, Eemoh",9
"Demi Portion, Draganov",9
"Dhurata Dora, Yll Limani",9
"El Gran Combo De Puerto Rico",9
"El Kenn",9
"Elecktra",9
"Emcee L (Da LAB), Muộii (Starry Night)",9
"Evinha",9
"FABIO PEREZ",9
"Gabrielle",9
"Game Over, ElGrandeToto, Joé Dwèt Filé",9
"Gazo, Tiakola, Kore",9
"Gazo, Tiakola, Skread",9
"Gettomasa, Van Hegen",9
"Gobs, Aitch",9
"Grasa",9
"HYUKOH, 落日飛車 Sunset Rollercoaster",9
"Ian, FLORIS",9
"Ink Waruntorn",9
"Jairo Jardim",9
"Jay Wheeler, Mora",9
"Jenni Vartiainen, ROOS+BERG",9
"K.I.Z",9
"KA",9
"KAROL G, Quevedo",9
"KD DESIROCK, Swara",9
"KESI, Artigeardit",9
"KESI, Benny Jamz",9
"KESI, Gilli",9
"KESI, Noah Carter",9
"KESI, Sivas",9
"KESI, andreas odbjerg",9
"Kasalla",9
"Kelvin Momo, Cnethemba Gonelo",9
"Kidd Voodoo, La Cueva",9
"Kinny Zimmer, Kaptur",9
"Kore, Hamza",9
"Kulturaften, DJ VLADI, The Snæss Project, Gran D",9
"L.U.C., Kayah, Laboratorium Pieśni, Rebel Babel Film Orchestra, Dagadana, Tęgie Chłopy",9
"LATIN MAFIA",9
"La Luz Roja De San Marcos",9
"Lady Gaga",9
"Leony, VIZE",9
"Liis Lemsalu",9
"Lil Durk, Burna Boy, J. Cole",9
"Lola Indigo, La Zowi",9
"Luis R Conriquez, Peso Pluma",9
"Léo & Raphael",9
"MACAN",9
"MACE, Marco Mengoni, Frah Quintale, Gemitaiz",9
"Malik Montana, Kyle Richh",9
"Marcos Baroni, WIU, MC Hariel, Mc IG, Mc Kako, Vulgo FK, Tuzão",9
"Mark lira",9
"Mel, Light",9
"Michael Bublé, The Puppini Sisters",9
"Mihályfi Luca, T. Danny",9
"NewEra, James Doyle, Protein Bor",9
"Nicki Minaj, J. Cole",9
"Nimo, Haftbefehl",9
"Ninho",9
"Novel 729, Bloody Hawk, Nosfer",9
"O SIDE MAFIA",9
"OMWAWES, Guyon Waton",9
"Olga Lounova, Miloš Knopp, Ondřej Valenta, Lukáš Čunta",9
"Oscar Mbo, KG Smallz, MÖRDA, Thakzin, Mhaw Keys, Dearson",9
"PATR!K, gugusar",9
"Paula Hartmann, Symba",9
"Petre Stefan",9
"Petre Stefan, YNY Sebi, Bvcovia, Marko Glass, Scuze!",9
"Pheelz, Young Jonn",9
"Renga Nek, Francesco Renga, Nek",9
"Renzo Pianciola",9
"Ricky Rich, Blizzy",9
"Roc Boyz, VC Barre",9
"Rochy RD, El Chuky De Lewa",9
"Rockwell",9
"SAIKO, JC Reyes",9
"SAIKO, Sky Rompiendo",9
"SANTOS, Jazeek",9
"SNIK, BM, Rvchet",9
"Santa Fe Klan, Duki, Peso Pluma",9
"Sara Haytham, Bishoy Safwat",9
"Sefo, Simge",9
"Shakira, Rauw Alejandro",9
"Silent Sanctuary",9
"Soa Mattrix, Mashudu, Happy Jazzman, Emotionz DJ",9
"Sohail Sen, Monali Thakur, Kausar Munir",9
"Stevie Wonder",9
"Summer Cem",9
"Teodora, Devito",9
"Tevin Campbell",9
"The Academy: Segunda Misión, Lenny Tavárez, Sech, Justin Quiles, Dalex, Dímelo Flow, Ryan Castro",9
"Twenty One Pilots",9
"Vale Pain",9
"Vasilis Karras, Foivos",9
"Wegz, Draganov",9
"Werenoi, Maes, SCH",9
"Xand Avião, Simone Mendes",9
"Young Multi",9
"ekhoe, Pogány Induló, Grasa",9
"vitunleija, Cledos, Elastinen",9
"ÜBER, LilNeya, Magasinet",9
"Кажанна",9
"Катя Самбука",9
"Обильный",9
"حسين قاسم المحمداوي",9
"王赫野, 姚晓棠",9
"4Mat B",8
"730 Huncho, Malik Montana, Kazior",8
"Abeer Nehme",8
"Aditotoro, paulomuc",8
"Aman Shah",8
"Amaru",8
"Andy Rivera, Luigi 21 Plus",8
"Asake, Stormzy",8
"BIG TIM",8
"BLANCO",8
"Baddiel, Skinner & Lightning Seeds",8
"Beat Record",8
"Bermudu Divstūris",8
"Beton.Hofi",8
"Beyoncé, Willie Nelson",8
"Bien",8
"Bloody Hawk, Mateos Nps",8
"Brent Faiyaz",8
"Bring Me The Horizon",8
"Broederliefde, Antoon, Ronnie Flex",8
"CKay, Olamide",8
"Capper, 羅言",8
"Ceza",8
"Cruz Cafuné",8
"DIMA SP, Zk",8
"DJ One",8
"DYSTINCT, MHD",8
"DYSTINCT, Naza",8
"Danjel",8
"Darkoo, Rema",8
"Deny K",8
"Deny K, Sayian Jimmy",8
"Dermot Kennedy",8
"Digital Astro, Tony Boy, Artie 5ive",8
"Diljit Dosanjh, Intense",8
"Djaga Djaga",8
"Dolu Kadehi Ters Tut",8
"Drei, Petre Stefan, andrei, Blueface",8
"Dzsúdló, DESH",8
"EIGHT, PHUNK",8
"ELDENO, Sido",8
"ELU",8
"El Alfa, Rick Ross",8
"El Chapo Junior, DJ Princex",8
"Elyanna",8
"Felipe e Rodrigo, Simone Mendes",8
"FloyyMenor, Ozuna, Anitta",8
"Fred again.., The Blessed Madonna",8
"GONE.Fludd, LSP",8
"Geolier, Kermit, Dat Boi Dee",8
"Gilli, Sivas",8
"Glades, Lijpe, Boef, 3robi",8
"Gleb, ransmoukid",8
"Guru Randhawa, Shehnaaz Gill, Sanjoy",8
"Guy Sheetrit, Offir Malol",8
"Hawk, FLY LO",8
"Henrique Casttro, Marília Mendonça",8
"Ian, Verty",8
"Imants Kalniņš, Ainars Mielavs",8
"Isi Glück, Marc Eggers",8
"Ivan Greko, Strat, DJ PaCo",8
"Izleifur, GDRN",8
"JC Reyes",8
"Jelen",8
"Jubin Nautiyal, Payal Dev, Manoj Muntashir",8
"KESI, Thor Farlov",8
"KEVIN ROLDAN, Darkiel",8
"Karl-Erik Taukar",8
"Kayah",8
"Kelvin Momo, Stixx, Mzizi",8
"Kevin, Yade Lauren",8
"Kgold",8
"Kiara",8
"Korelon, Fabe",8
"Kuban, Favst, Oki",8
"Kundo, Lamin",8
"La Kikada, Yoan Retro, El Baby R",8
"Labrinth",8
"Labvēlīgais Tips",8
"Lacrim, Vacra",8
"Leo Santana",8
"Leto, Gazo",8
"Lil Till",8
"Lil Zey, Ezhel",8
"Lira, KINGTO",8
"Los 50 De Joselito",8
"Luci, Der Manager, Alexander Lacher",8
"Lucio101",8
"Luísa Sonza",8
"Maikel, badchieff, Miksu / Macloud",8
"Maris Pihlap, Reket",8
"Marnik, Naeleck, VINAI",8
"Mensa, SRNO, Henkie T",8
"Monet192",8
"Morgan Sulele",8
"Musicologo The Libro, CREADOR",8
"Myke Towers, NTG",8
"NOTO, Mikael Gabriel",8
"NWG Suave",8
"Naza, Tiakola",8
"Ngọt",8
"Nicki Nicole, Rels B",8
"Nimo, Aymen",8
"Ninjaa CH",8
"Noa Kirel",8
"Oscar, Alina Eremia",8
"Oskar Linnros",8
"Otsochodzi, Reni Jusis, lohleq, Kusha",8
"Otsochodzi, lohleq, @atutowy",8
"Otsochodzi, lohleq, Suwal, Kusha",8
"PAY, Stepz",8
"Palermo, Separ",8
"Paula Hartmann, makko",8
"Pedro Mafama",8
"Peso Pluma, Chino Pacas",8
"Pitbull, Flo Rida, LunchMoney Lewis",8
"Plenty In The Tank",8
"Portion Boys",8
"RICTA, DJ.Silence",8
"Rafael Santos, Arelys Henao",8
"Rasmus Gozzi Finland, Levi-Äijä",8
"Robi, Aerozen, NMW Yanni",8
"SAIKO, J Balvin",8
"SIMONA, MIRELA",8
"SNIK, 2nd Roof, BeTaf Beats",8
"SNIK, DIFF, BeTaf Beats",8
"SNIK, Guè, 2nd Roof",8
"SNIK, Solmeister",8
"Sadam, Quicksilver Beats",8
"Sadam, Tsaki, Ortiz, Dof Twogee",8
"Sajfer",8
"Sami G, Marko Glass",8
"Sanchez, Der Manager, Luci",8
"Sanisah Huri",8
"Sanju Rathod, G-Spark",8
"Santhosh Narayanan, Dhee, Vivek",8
"Saske, SIDARTA, Ramoon",8
"Shahri, Sama",8
"Shobee, Fetah",8
"Skaldowie",8
"Smiley",8
"Snor, AKOA",8
"Stickle, Yung Hurn, Luciano",8
"Svingenkoret",8
"Tan Sri P. Ramlee",8
"Tears For Fears",8
"Teea Goans",8
"The Tony Montanas",8
"Theo Zeciu, Smiley",8
"Tzamal, Dani Gambino, mi368, Sandal",8
"Vicente Fernández",8
"White 2115, Pedro, DKanee, Mercury",8
"Yoana Sashova",8
"Yoga Lin, Terence Lam",8
"Yzomandias, Dokkeytino, Smack",8
"Yzomandias, Nik Tendo",8
"donati",8
"rolands če",8
"villemdrillem, kohver",8
"A-Reece, Blxckie",7
"A.R. Rahman, Santhosh Narayanan, Shweta Mohan, Gana Kadhar",7
"ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh",7
"Abyusif, Freek, Big Moe",7
"Akiva",7
"Alina Burnet, TUULI",7
"Alligatoah, Tarek K.I.Z",7
"Andrew Gold",7
"Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj",7
"Asake, LUDMILLA",7
"Astro Artiste",7
"Averagekidluke",7
"Baby Gang, Gemitaiz, MadMan",7
"Baby Gang, Geolier",7
"Baby Gang, Higashi, Simba La Rue",7
"Baby Gang, Paky",7
"Badsome",7
"Banda Tava'i Oficial",7
"Bare Andy",7
"Benny Jamz, Gilli, Noah Carter",7
"Biigo, Kenny Man",7
"Bloody Hawk, Ethismos",7
"Boney M.",7
"Branco, Blæst",7
"Branco, Headie One",7
"Brandon Bill$, Bulin 47",7
"Bresh, SHUNE",7
"Budi Doremi",7
"Bämä, Aina, Sointu Borg",7
"Capital Bra, UNDERAMOR CLIQUE, Caso, Miclo, Caps",7
"Capo Plaza, Artie 5ive",7
"Carina Dahl",7
"Carson Coma",7
"Cheb Adoula, Cheb Djalil",7
"Childish Gambino",7
"Clean Bandit, Anne-Marie, David Guetta",7
"Cliff Richard",7
"Conep, Anuel AA",7
"Costi, JVG",7
"D-Block Europe, Noizy",7
"DJ Arana, MC Tigrão, MC Maneirinho, Mc Luan",7
"DJ TOPO",7
"Da Gifto, Brandon Dhludhlu",7
"Daboor, Shabjdeed",7
"Dagny",7
"Daria Zawiałow, Taco Hemingway",7
"Day e Lara, Gustavo Mioto",7
"Deny K, El BAI",7
"Diomedes Diaz, Juancho Rois",7
"Diskoteka Avariya",7
"Dizzy, El Papi",7
"Djadja & Dinaz",7
"Djaga Djaga, Frenna",7
"Donny Montell",7
"Drei, Arta, Koorosh, Rick Ross, Gucci Mane, It's Different",7
"Dunsin Oyekan, Lawrence Oyor",7
"EiK 2509, boipepperoni",7
"El Alfa, Peso Pluma",7
"El Papi",7
"El Papi, Oscar Blesson",7
"Elefánt",7
"Emilio Romero",7
"Ethismos, Negros Tou Moria, Melow",7
"FOURTH",7
"Fabe, Sexmane",7
"Ferrillo",7
"Fireboy DML, Blaqbonez",7
"Follow The Flow",7
"Frenna, Dopebwoy",7
"Frenna, Jonna Fraser, Emms",7
"Fy, Mad Clip",7
"GDRN",7
"GRMV, Eunique",7
"Ghali, Tony Effe, Pyrex, Side Baby",7
"Gilli, Benny Jamz",7
"Gilli, Benny Jamz, KESI",7
"Gilli, Makar",7
"Gobs, Mads Langer",7
"Gobs, Malte Ebert",7
"GusGus, Birnir",7
"Gya",7
"HGEMONA$, FLY LO, Bossikan",7
"Halott Pénz, ByeAlex és a Slepp",7
"Hernan Gómez, Luis Alfonso, Pipe Bueno",7
"IRAH, Chase & Status",7
"ISSI, Gísli Pálmi",7
"Idan Rafael Haviv",7
"Isac Elliot, Costi",7
"JOSVA, andreas odbjerg",7
"Jami Faltin, SHRTY",7
"Jay Aponte",7
"Jireel, Thomas Stenström",7
"Joaquin Guiller",7
"Jona Lewie",7
"Josef, KESI",7
"Juice WRLD, Eminem, benny blanco",7
"Junainah",7
"KAMAUU",7
"KATSEYE",7
"KERZA, Big Papa313, Ricky Rich",7
"KESI, MAISHA",7
"Kalben",7
"Karim B, SHRTY",7
"Kavinsky",7
"Kevin, Idaly",7
"Kevin, Lijpe",7
"Kid Yugi, Papa V, Noyz Narcos",7
"KingLee, Lil' Flip",7
"Kira7",7
"Konstantinos Argiros, Light",7
"Kukon, @atutowy",7
"Kymppilinja, Mariska",7
"La Perversa, Luigui Bleand",7
"Lekaye, Yasin",7
"Leto, SDM",7
"Lianet Rivero, Lia, Gatillo",7
"Los Bukis",7
"Los Corraleros De Majagual, Calixto Ochoa",7
"MACE, Izi, Ernia, Tony Boy, Digital Astro",7
"MACE, Izi, centomilacarie, Gemitaiz",7
"MAS, Hans Philip",7
"MELO",7
"Maciej Zielinski, De Su",7
"Maná",7
"Mavi Gri, Ozan Bayraşa, Simge",7
"Menuets",7
"Mikko Harju",7
"Milano, MERO",7
"Milo j, Nicki Nicole",7
"Momo, Kali, Hoodini",7
"Morgan Sulele, Erik Og Kriss, Alexandra Joner",7
"Mushkaa, Bad Gyal, Bexnil",7
"Márcia Fellipe",7
"Męskie Granie Orkiestra, Daria Zawiałow, Dawid Podsiadło, Vito Bambino",7
"NOTO, Pihlaja",7
"Nelli Matula",7
"Nelly, Sherine",7
"Nerieš, Pil C",7
"Nickoog Clk, Maycol Rosero, Standly",7
"Nimo, Eno",7
"Noah Carter, MAS",7
"Nuqi, 23",7
"Olexesh, Celo & Abdi",7
"Ona",7
"One Mojo, Sik Jagga",7
"Oscar, Ian",7
"Oscar, Stefan Costea, candyboii, Jador",7
"P!nk, Nate Ruess",7
"Pabllo Vittar",7
"Papaya Dada, Los Cumbia Stars",7
"Perrie",7
"Pezet, Szamz, Bruno",7
"Power Station, 告五人",7
"Pērkons",7
"Qry, Zeamsone",7
"RAVA, Giovanni, PRNY",7
"REBECA BROCKEN",7
"Rammstein",7
"Rap La Rue, Haaland936",7
"Raphael, Calin",7
"Ricotrap",7
"Robi, Aerozen, Oscar",7
"Robin Zoot, Hard Rico",7
"Roc Boyz, Jireel",7
"Rochy RD, Donaty",7
"Rondodasosa",7
"Ryan Castro, Blessd, Zion",7
"SHON",7
"STEFCHO BEND",7
"SZA, Travis Scott",7
"Sabi, Galena",7
"Sachet-Parampara, Sachet Tandon, Parampara Tandon",7
"Sadam, VLOSPA, Dof Twogee",7
"Sadturs, KIID, Nerissima Serpe, ANNA, Papa V, Artie 5ive",7
"Sage Sam",7
"Salmo, Noyz Narcos, Sine, Lazza",7
"Santz, william",7
"Sarah Geronimo",7
"Saske, Light",7
"Saul El Jaguar Alarcón",7
"Sen Senra, Aitana",7
"Shay, Gazo",7
"Simba La Rue, FT Kings, Guè",7
"Simba La Rue, FT Kings, Tedua",7
"Simba La Rue, Higashi",7
"Simba La Rue, Paky",7
"Skepta, ODUMODUBLVCK, Idris Elba, Tribal Mark",7
"Ski Aggu, Endzone, Ericson",7
"Ski Aggu, SIRA",7
"Snollebollekes",7
"Stig Brenner",7
"Søs Fenger",7
"THE TOYS",7
"TUMAZAR, Кажанна",7
"TV 2 Play",7
"Tedua, Angelina Mango",7
"Tedua, Capo Plaza",7
"Tega Boi Dc, Shallipopi",7
"The Urs",7
"Tomy Kotty, Call Dominika",7
"Tony Boy, Artie 5ive",7
"Tony Effe, Ghali",7
"Toxi$, Lida",7
"Travie McCoy, Bruno Mars",7
"Tupe.",7
"Tupe., SANNI",7
"Tyr, Arif Murakami, Siyabång",7
"Ufo361, Motive, Yung Kafa & Kücük Efendi",7
"VM Holdet, Herrelandsholdet, Landsholdet",7
"Van Zee, Julinho Ksd",7
"Vasilis Karras, Pantelis Pantelidis",7
"Vibez Inc, Muyeez, Seyi Vibez",7
"Victoria Nadine, R3HAB",7
"Vishal-Shekhar, Shilpa Rao, Mellow D, Kumaar",7
"Xand Avião, Juliette",7
"Zkr, Werenoi",7
"boipepperoni, nublu",7
"ekhoe",7
"jambo, Robin Packalen",7
"prod. nvk rbn",7
"william, Kube",7
"Анна Трінчер",7
"Платина, Scally Milano",7
"3P, 薛家燕, Jaspers Lai",6
"4Mat B, Bwalis",6
"58G, Doktor, Humla, TK27",6
"A-Reece, Sjava, Shekhinah",6
"AYO SK3TCH, Gio Dee, Rich Amiri",6
"Aarne, uglystephan",6
"Adamlar",6
"Al James",6
"Albatraoz",6
"Alecc, Ggreco, Fy",6
"Alofoke Music, Yaisel LM, Braulio Fogon, Mestizo Is Back, Shadow Blow, Leo RD",6
"Aniceto Molina El Tigre Sabanero",6
"Anitta, PEDRO SAMPAIO, DENNIS",6
"Antti Tuisku",6
"Artie 5ive, Rondodasosa, Capo Plaza",6
"Atif Aslam, Sarsabz",6
"Aziz Maraka",6
"B.o.B, Bruno Mars",6
"BIA LOVATTO",6
"Babyvivi",6
"Bashar Murad",6
"Bell Santanna",6
"Benjamin Hav",6
"Beton.Hofi, toldyuuso, Pogány Induló",6
"Bing Crosby",6
"Biplan, Agnė Ditkovskytė",6
"Blaqbonez, ODUMODUBLVCK",6
"Bruno Mars, Anderson .Paak, Silk Sonic",6
"Capo Plaza, Mahmood",6
"Cardi B, Bruno Mars",6
"Carin Leon, Camilo",6
"Carterefe, Young Duu",6
"Cartoon, Ewert Sundja",6
"Charli XCX, Sam Smith",6
"Clonnex, Маша Кондратенко",6
"CoolKid, Rhyder",6
"Cristian D, Boef, KA, $hirak",6
"DELLAFUENTE, AMORE",6
"DJ Arana, DJ Jeeh FDC, Mc Livinho",6
"DJ Tao, Ponte Perro",6
"DJ Tshegu, LeeMcKrazy, Zee Nxumalo, Al xapo, Vyno Keys, QuayR Musiq",6
"Dafina Zeqiri, Mc Kresha",6
"Daniele Negroni",6
"Diamond la Mafia",6
"Dide",6
"Djaga Djaga, Lijpe",6
"Dra. Tania Medina",6
"EBBE",6
"Eddy Herrera",6
"Egor Kreed",6
"El Bogueto, Brand Randall",6
"Enrique Iglesias, El Alfa",6
"Ethismos, Mike G",6
"Ethismos, Tr4cer",6
"Fakin Bůh",6
"Fazlija, DJ Joker",6
"Gaiteros de Pillopo",6
"Gemitaiz, Fabri Fibra",6
"Geolier, Guè, Dat Boi Dee",6
"Ghali, Draganov",6
"Gromee, Sound'n'Grace",6
"Grupo Marca Registrada, JPL",6
"HAVAL, Manny Flaco",6
"Hagle, Tor-Anders Ringnes",6
"Hakim",6
"Heronwater",6
"HoodBlaq, reezy",6
"Hozwal",6
"IU, HYEIN, Joe Won Sun, Patti Kim",6
"Ian, YNY Sebi",6
"J. Cole, Bas",6
"J. Cole, Daylyt, Ab-Soul",6
"JANNA, Keko Salata",6
"Jairo Vera, Gino Mella, Ak4:20, Bayriton, Abraham Wayne",6
"Jamaika, Carmon",6
"Jaso Beat, KBP EL ALIEN",6
"Jauns Mēness",6
"Jay Chang",6
"Johann",6
"Josef, Thor Farlov",6
"Jung Kook, Justin Timberlake",6
"Junior Caldera, Louis BPM",6
"KAESTYLE, Kizz Daniel",6
"KESI, Sofia Storck",6
"Kalash Criminel, Freeze corleone",6
"Karl Killing, YASMYN",6
"Karlo",6
"Karly B",6
"Kelvin Momo, Babalwa M, Yallunder, Makhanj",6
"Kelvin Momo, Makhadzi, Mr Brown Ent",6
"Kelvin e Gustavo, Traia Véia",6
"Kenia OS, Yeri Mua, Ghetto Kids",6
"KingLee, Code G",6
"Kingttana",6
"Kingttana, Sixto Rein",6
"Kiss Kevin",6
"LEWI, Cledos, VJ",6
"Lady Amar, JL SA, Cici, Murumba Pitch",6
"Larry",6
"Leellamarz, Gist, Jayci yucca",6
"Lucas Rodriguez",6
"Lyrical Lemonade, Jack Harlow, Dave",6
"MC Menor MT, Mc Pelourinho, DJ Kennedy OBraboo",6
"MC PH, Vulgo FK, Veigh",6
"MC Paulin da Capital, MC Ryan SP, Mc Daniel, Love Funk, Mc Piedro, Dj GM, DJ WN",6
"Madonna",6
"Mamat",6
"Mark Ronson, Bruno Mars",6
"Mata, Tommy Cash, JELEEL!, CBW",6
"Matt Champion, JENNIE",6
"Mc Daniel, MC Ryan SP, Kotim, Blakbone",6
"Mc IG, Murillo e LT no Beat",6
"Mizzy Miles, Bispo, Van Zee",6
"Mohamed Mahrous",6
"Moka Only",6
"Momo, Hoodini, Kali",6
"Moni",6
"Morad",6
"Musata, Elle Mariachi, Rasoul Bahari",6
"MÉLOVIN",6
"Nahir, ElGrandeToto",6
"Narkoz Ex",6
"Nerieš, ALYA",6
"Nerieš, Call Dominika",6
"NewLanta CAP, Woo Da Savage",6
"Noah Carter, Gilli, KESI, Kimbo, Sivas",6
"Norm Ender",6
"ODUMODUBLVCK, Reeplay, Duncan Mighty",6
"OG Buda, Egor Kreed, Dominick Jocker",6
"OG Keemo, Shindy, Sumpa",6
"Omar Courtz",6
"Oscar, Aerozen",6
"Pailita, Marcianeke",6
"Panda Black, Cris Mj",6
"PinkPantheress, Central Cee",6
"Pridenyyy",6
"RAFFEAL",6
"RAFFEAL, Teeza Bane",6
"RG1 Project",6
"RHYDER, Coolkid, BAN",6
"RYAN TELLES",6
"Rachel Sanchez",6
"Rap La Rue, ilo 7araga, Haaland936",6
"Raphael, Luca Brassi10x",6
"Ricky Montgomery",6
"Roach Killa, Arif Lohar, Deep Jandu",6
"Rsko, SDM",6
"S.Pri Noir, Nekfeu",6
"SEKRET",6
"SLF, Geolier, Lele Blade, Vale Lambo, MV Killa, Yung Snapp",6
"Saint Pete, Herra Hnetusmjör",6
"SawanoHiroyuki[nZk], XAI",6
"Seyi Vibez, ODUMODUBLVCK, Tml Vibez",6
"Soso Maness, PLK, Naps",6
"Star Academy",6
"Storm Barnesanger",6
"Subliminal, The Shadow, Raviv Kaner",6
"Sunrise Deep",6
"Sushin Shyam, Sreenath Bhasi",6
"Synne Vo",6
"Sıla",6
"T Swoop, william",6
"TRIGGA",6
"Tali Golergant",6
"Tarkan",6
"Tayna, Ardian Bujupi",6
"Teni",6
"Thiago Brava, Guerra Neto",6
"Thug Slime, Light",6
"Tony Effe, Pyrex, Side Baby",6
"Trannos, YT",6
"Tz da Coronel, Ryu, The Runner",6
"Tónhylur Akademía, HelgiT, Maron Birnir, Egill Airi",6
"UMIE",6
"VE5, Joell Ortiz",6
"Vibe Ish",6
"Victony, Shallipopi",6
"WALK THE MOON",6
"Wanitwa Mos, Nkosazana Daughter, Master KG, Big Zulu, Zee Nxumalo",6
"WeChoice, GREY D, HIEUTHUHAI, Wren Evans, Obito, Kai Đinh, 2pillz",6
"Werenoi, Aya Nakamura",6
"Wiesulis, sangvn, galeniex",6
"Yaba Buluku Boyz, Didi B",6
"Yeat, Future",6
"Yehezkel Raz, Sivan Talmor",6
"Yomel El Meloso, Axel Rulay",6
"Young Igi, Otsochodzi, Sergiusz, 2K",6
"Young Igi, Sergiusz, 2K",6
"Zach Bryan, Noeline Hofmann",6
"Zola, Koba LaD, Kore",6
"gameboy tetris",6
"gyuris, Grasa",6
"hamza7, h$lil",6
"iolanda",6
"misterium whisper",6
"nyan.mp3",6
"omppo_shaaki_",6
"servis gosevilde alihan",6
"villemdrillem, KiROT, Clicherik & Mäx",6
"фортуна⋆812",6
"1da Banton",5
"A-Reece, Fly Anakin",5
"A-Reece, Joey Fatts",5
"ALBLAK 52, Skryptonite, FRIENDLY THUG 52 NGG",5
"ALIZADE, BEGE",5
"Abd El Aziz Mahmoud",5
"Ahmed Santa, Abyusif",5
"Akhil Sachdeva, Kartik Dev",5
"Alicia Keys",5
"Allison Kane",5
"Amara",5
"Anna Fanney",5
"Arijit Singh, Jonita Gandhi, A.R. Rahman, Irshad Kamil",5
"Asster, Kabe",5
"Averly Morillo",5
"Ayox, Zlatan",5
"BM_Dr.P",5
"BM_Dr.P, Pally-J, Feelingz",5
"BOOTY LEAK, HOMINID, CØV3R1st",5
"BSW, ByeAlex és a Slepp",5
"Baby Gang, Bobo",5
"Baby Gang, Bobo, Guè",5
"Baby Gang, Higashi, Fabri Fibra, Ernia, Rkomi, Geolier, Poison Beatz",5
"Bandros, Smash SA, Kelvin Momo, Mr. Maker",5
"Bandros, ZANI, Zee Nxumalo",5
"Barış Manço",5
"Bedwetters",5
"Bella Shmurda, Zlatan, Jeriq",5
"Beton.Hofi, toldyuuso, Kollár Dea",5
"Beyoncé, Willie Jones",5
"Big Baby Tape, Aarne, Voskresenskii",5
"Big Baby Tape, MACAN",5
"Billie Kark",5
"Björgvin Halldórsson, Eivør",5
"Blessd, SOG",5
"Blxckie, A-Reece",5
"Bo9al, ASHE 22",5
"Bob Sinclar, Steve Edwards, FISHER",5
"Brings",5
"BÄMÄ, Pilvi Hämäläinen",5
"Calvin Harris",5
"Capital Bra, Sido, GRiNGO",5
"Cardi B",5
"Carlos Maestro",5
"Cat Ballou",5
"ChiChi Peralta, Jandy Feliz",5
"Clicherik & Mäx, Kristel Aaslaid",5
"Clicherik & Mäx, Traffic",5
"DJ Louder",5
"Dada, Rita Kamale, NAB FAKE",5
"Daniel Levi",5
"Dardan",5
"Diljit Dosanjh, Saweetie",5
"Dirty Harry, Echo",5
"Dj Sam",5
"Don Joe, Guè, Annalisa, Ernia",5
"Dorus",5
"Dyan Dxddy",5
"Dynamicduo, Lee Young Ji",5
"El Alfa, Bryant Myers, Noriel",5
"El Alfa, Noriel",5
"El Papi, Rambow",5
"El Sicokario, 42palmundo",5
"Ella Fitzgerald",5
"Elov & Beny, Sofie Svensson & Dom Där",5
"Emanuela, Jordan",5
"Emelie Hollow, Ella Marie, Hver gang vi møtes",5
"Eminem, Ez Mil",5
"Engel Montaz, Kuv507, Latinnites Music, Dj Nanow, Paola Houghton",5
"Enrique Iglesias, Juan Luis Guerra 4.40",5
"Eva, Damso",5
"FM95BLÖ",5
"FM95BLÖ, Sverrir Bergmann",5
"Farid, مسلم",5
"Faris Shafi",5
"Feid, ICON",5
"Fred again..",5
"G-Eazy",5
"G1ocatore",5
"GeezLy",5
"Gemitaiz, MadMan",5
"Gemitaiz, Massimo Pericolo",5
"Gio Pika",5
"Gucci Mane, Bruno Mars, Kodak Black",5
"Gzuz, LX",5
"Henrik von Grogg, Oskar Westerlin, Henrik Viken",5
"Hits Forró, Henry Freitas",5
"Hozier, Allison Russell",5
"Höhner",5
"IGO",5
"ITHAN NY, Brray, Pailita, Nickoog Clk, Tunechikidd, El Jordan 23, DONNER",5
"Iera Milpan",5
"Ilian Boyd",5
"Immune, Misk",5
"JOVN",5
"JVG, Raappana",5
"Jesse & Joy",5
"Jey One, GeezLy",5
"Joeboy",5
"Jul, Naza",5
"KESI, Faza",5
"KEVIN ROLDAN",5
"KEVIN ROLDAN, El Bogueto, Dani Flow, Uzielito Mix, Ruso Beats",5
